,date,content
12096,2020-10-07 22:24:00+00:00,Alo AmBev
12097,2020-10-07 22:17:19+00:00,"Alô @Ambev , dobra a produção aí que gente bebe https://t.co/QKLI651yiF"
12098,2020-10-07 21:28:40+00:00,@mandmatoss @Ambev @Ambev já patrocina a @mandmatoss essa merece ( ela bebe cerveja rezando )
12099,2020-10-07 21:27:04+00:00,@Ambev Não precisava de mais nada 😔
12100,2020-10-07 21:06:54+00:00,"@Ambev Alguém disse brahminha ?

#quartafeira #Brahma #DuploMalte #ambev https://t.co/CHGAgBcZiN"
12101,2020-10-07 21:06:01+00:00,@mamadefiore Depende do dia... Já vi caminhão da ambev encostar pra descarregar lá e os clientes pegando direto do caminhão LLKKKKKKKKKKKKKKKKKKKKKKKKKKKK
12102,2020-10-07 21:04:50+00:00,@nescau @Ambev Me ajuda a @descomplica ?
12103,2020-10-07 20:23:16+00:00,@JuButtini @Ambev Nem bebe
12104,2020-10-07 20:09:16+00:00,@Ambev Aiii tá o significado de tanto faz amoooooooooo
12105,2020-10-07 19:17:12+00:00,"obrigada ambev, sempre me salvando"
12106,2020-10-07 19:07:58+00:00,"chorei tanto c os entregadores da Ambev q ganhei um pack de stella, quartouuu 🤪"
12107,2020-10-07 18:08:07+00:00,"Pensata da tarde: por que quase nenhuma cervejaria brasileira produz estilos belgas como dubbel, tripel, dark strong ale e quadruppel?

A tripel ainda tem uma variedade maior, mas dark strong ale ninguém faz e quadruppel só a Wals (Ambev). Dubbel Hellige e Bodebrown"
12108,2020-10-07 18:03:24+00:00,Será se eu fizer uma tatuagem do símbolo da Ambev eu ganho um patrocínio? Nem que seja 2 fardinhos por mês @Ambev https://t.co/G9GRNIpwoV
12109,2020-10-07 18:00:12+00:00,"@Ambev Eu quero ... pode mandar 
Segue meu insta @superdicasdalu."
12110,2020-10-07 17:07:43+00:00,@babinerss @Ambev Kkkk to esperando 🍻
12111,2020-10-07 16:18:20+00:00,Alo ambev.. dobra a produção ai que a gente bebe
12112,2020-10-07 15:41:03+00:00,@Kekevmc @Ambev você amiga😍
12113,2020-10-07 15:29:49+00:00,"Alô AMBEV, dobra produção aiiiiii"
12114,2020-10-07 15:15:44+00:00,Alô Ambev dobra a produção ai
12115,2020-10-07 14:54:17+00:00,"@Ambev @eduardaaborgees = ERibeirão Lager🐻💛
@cervejacolorado https://t.co/lEloxwwvyv"
12116,2020-10-07 14:12:19+00:00,Alo ambev
12117,2020-10-07 13:51:39+00:00,alô ambev
12118,2020-10-07 13:48:27+00:00,"I'm at Ambev Cdd Porto Velho in Porto Velho, RO https://t.co/LWdIy0Hd0n"
12119,2020-10-07 13:47:41+00:00,@bemtevini Já sim. A ambev incorporou ela ao catálogo. Hj tá mais barata. É uma boa opção.
12120,2020-10-07 13:41:28+00:00,"Renúncias fiscais do RS atingem R$ 20,1 bilhões e beneficiam Havan, Ambev, JBS e Gerdau ☛  https://t.co/CdQkoYNkhn"
12121,2020-10-07 12:11:04+00:00,"@Ambev @avickymoura Ohhh @ZeDelivery arruma esse negócio aí pro errejota, meu consagrado!! 🙏🏽"
12122,2020-10-07 11:58:15+00:00,"@kaliel Alô AmBev
Dobra a produção aí que a gente bebe
Eu mandei ""saudade"" e ela mandou ""vida que segue""🎶"
12123,2020-10-07 11:35:01+00:00,alô ambev
12124,2020-10-07 11:30:10+00:00,"alô Ambev, dobra a produção aí, que a gente bebe, eu mandei saudade ela mandou vida que segueeeee"
12125,2020-10-07 10:10:44+00:00,"@igor_tmz O ponto alto do meu dia, foi ir atrás por uns km. Atrás do caminhão da AmBev"
12126,2020-10-07 09:21:09+00:00,@BrahmaCerveja @Ambev Cheegueeeiiii!!! Br estamos aqui 🙃👏🏻🤪
12127,2020-10-07 04:15:55+00:00,@Ambev Delirium?
12128,2020-10-07 04:03:48+00:00,"alô ambev, dobra a produção aí que a gente bebe
eu mandei saudade e ela mandou vida q segue"
12129,2020-10-07 02:10:33+00:00,"Alô ambev dobra a produção aí que a gente bebe, eu mandei saudade e ela mandou vida que segue."
12130,2020-10-07 01:28:21+00:00,@Ambev Devassa
12131,2020-10-07 01:01:07+00:00,Alô ambev 🍻
12132,2020-10-07 00:59:45+00:00,Alô Ambev troca a produção aí q nós bebiiii
12133,2020-10-07 00:59:41+00:00,alô ambev
12134,2020-10-07 00:45:12+00:00,@Ambev Amstel
12135,2020-10-07 00:40:20+00:00,alô @Ambev 🍺🍺🍺 https://t.co/l0kgqDQmc0
12136,2020-10-06 22:45:49+00:00,alô ambev dobra a produção aí que a gente bebe
12137,2020-10-06 22:43:54+00:00,"gente, eu não sei nem o que dizer................. Defensoria Pública da União? me faça o favor... então tem que cobrar da Ambev que também possui um programa de estágio para pessoas negras. O Brasil que diz que não há racismo é o msm que luta contra a própria população preta. https://t.co/gxO2rnR0kD"
12138,2020-10-06 21:58:23+00:00,@Ambev Acho que nem existe 😭
12139,2020-10-06 21:23:30+00:00,@L_E_Rosa @Budweiser_Br Falou a AmBev depois dessa
12140,2020-10-06 19:51:04+00:00,"Se eu comprar ações da @Ambev, me torno sócia; recebo cervejas em casa?"
12141,2020-10-06 19:38:40+00:00,@Ambev #teadonggang
12142,2020-10-06 19:38:27+00:00,@Ambev Tava escrevendo mas vocês foram mais rápidos 🤣🤣🤣
12143,2020-10-06 19:37:58+00:00,@Ambev @THIAGODEBRITO1
12144,2020-10-06 19:37:47+00:00,@Ambev Lembrei... FRANCISKANER! Inclusive acho que é de vocês
12145,2020-10-06 19:36:18+00:00,@Ambev Meldels... Com F?
12146,2020-10-06 19:14:33+00:00,@WMneclesis @Ambev Wäls &lt;3
12147,2020-10-06 19:13:59+00:00,@Ambev Nossa e Norteña
12148,2020-10-06 19:06:43+00:00,@Ambev Brahma 😋
12149,2020-10-06 19:06:09+00:00,@Ambev Vem de Brahma bb
12150,2020-10-06 18:06:51+00:00,"Recorrida de semilleros de cebada @CopagranUy @Ambev con Malteria Uruguay, técnicos y productores https://t.co/aOLRGHcbe9"
12151,2020-10-06 17:12:36+00:00,Drinking a Magnífica do Maranhão by AmBev @ Miranda do Norte — https://t.co/jC25EmCPDQ
12152,2020-10-06 16:16:09+00:00,"https://t.co/XjehZlSHAw ✅ESTAMOS CONTRATANDO

A Cervejaria Ambev, dona das marcas, Skol Brahma Antarctica... está retornando todas as atividades pós-pandemia com reabertura de todas as filiais e fábricas, com isso estamos com mais de 1.800 vagas disponíveis"
12153,2020-10-06 16:01:33+00:00,Drinking a Magnífica do Maranhão by AmBev @ Bacabeira — https://t.co/UNux1bilmi
12154,2020-10-06 15:14:27+00:00,Alô Ambev dobra a produção aí
12155,2020-10-06 13:30:43+00:00,"alo ambev, dobra produção ai que a gente bebe"
12156,2020-10-06 12:44:12+00:00,"alô ambev, dobra a produção aí que a gente bebe"
12157,2020-10-06 04:48:07+00:00,ô @Ambev me dá uma duplo malte PF tá caro sofrer e beber
12158,2020-10-06 04:47:43+00:00,Se a Ambev quiser me patrocinar eu tatuo até na testa https://t.co/kv8zXCA3Ex
12159,2020-10-06 03:38:29+00:00,"Alô Ambev, dobra a produção aiiii que a gente bebee"
12160,2020-10-06 03:15:14+00:00,"alô ambev, dobra a produção aí que a gente bebe
eu mandei “saudade”, ela mandou “vida que segue”"
12161,2020-10-06 02:35:30+00:00,"Alô Ambev, aumenta a produção que o estoque aqui tá baixo kkk"
12162,2020-10-06 01:32:36+00:00,Alo ambev e rita nao sai da minha cabeça
12163,2020-10-06 01:12:33+00:00,Alô Ambev PATROCINA NOIS
12164,2020-10-06 00:55:03+00:00,@_oluizin a pia KKKKKKKKKKKK se fosse sócia da ambev
12165,2020-10-06 00:46:03+00:00,"@gabigol_freitas @FeeWallacee @alecgrc @ArthurSeverooo aí não dá né, ainda não sou patrocinada pela AmBev KKKKKKKK"
12166,2020-10-06 00:42:37+00:00,@Ambev @felipe_eccel é tu né
12167,2020-10-06 00:42:09+00:00,+ ambev https://t.co/11ABbPrfuU
12168,2020-10-05 23:11:09+00:00,@Ambev me manda uma aí pra eu testar um negócio
12169,2020-10-05 21:53:29+00:00,@Ambev Nunquinha 🤩
12170,2020-10-05 21:43:06+00:00,alooooo Ambev
12171,2020-10-05 21:12:16+00:00,"alô Ambev, triplica a produção📞🍻"
12172,2020-10-05 21:08:38+00:00,@Ambev Hummm que belezinha
12173,2020-10-05 21:00:27+00:00,Quando a playlist está no aleatório e toca alô AmBev 🤗😃
12174,2020-10-05 20:22:25+00:00,@Ambev Pelo menos a geladinha nunca me decepciona
12175,2020-10-05 19:53:03+00:00,Alô ambev🎶☎️
12176,2020-10-05 16:05:20+00:00,I'm at Ambev https://t.co/Sc9ULE2dc2
12177,2020-10-05 15:26:21+00:00,So vem dia 18 (niver do mano mz @oo_mazinh e 25 ( pós meu niver ) 🎣🎣 . Vai descer muita brahma porra fodase e a tropa da ambev. 🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺🇱🇺🥋🎣🎣🎣
12178,2020-10-05 15:01:52+00:00,"Alô Ambev dobra a produção ai que a gente bebe
Eu mandei saudade ela mandou vida que segue 
Então segue sua vidona
Que eu sigo sofrendo e bebendo brahma"
12179,2020-10-05 14:24:28+00:00,Alo Ambev dobra a produção aí
12180,2020-10-05 13:58:13+00:00,Alô Ambev dobra a produção aí que a gente bebe 😜
12181,2020-10-05 13:02:14+00:00,Alô Ambev dobra a produção ai que a gente bebe
12182,2020-10-05 11:15:04+00:00,"Alô Ambev, dobra a produção aí que a gente bebe"
12183,2020-10-05 05:51:57+00:00,Tentar descansar q já já tem AmBev
12184,2020-10-05 04:07:42+00:00,alô Ambev
12185,2020-10-05 03:38:56+00:00,"Meu freezer da @ambev que de problema e eu estou com a Stella Artois quente. ,🤡🤡#StellaForaDaFora https://t.co/fQT8VF66US"
12186,2020-10-05 03:29:31+00:00,"A música ""Alô AmBev"" é pra judiar mesmo!!!"
12187,2020-10-05 03:11:19+00:00,Alôô @Ambev  já dobrou a produção ai?
12188,2020-10-05 02:36:20+00:00,"alô Ambev, dobra a produção aí que a gente bebe"
12189,2020-10-05 02:35:55+00:00,alô ambev
12190,2020-10-05 02:08:02+00:00,"É assim que o crj reage a @anabiacorrea e a @viharaujou serem, um dia, sócias da ambev https://t.co/IGXq03g51Y"
12191,2020-10-05 02:04:55+00:00,"Alô Ambev, dobra a produção ai, que a gente bebe, eu mandei saudade e ela mandou vida que segue"
12192,2020-10-05 01:51:06+00:00,@Taciitamente A Ambev
12193,2020-10-04 23:56:56+00:00,"ALÔ AMBEV 🗣️🗣️🗣️

DOBRA A PRODUÇÃO AI QUE A GENTE BEBE"
12194,2020-10-04 23:33:43+00:00,"Queria estar Transando! 
Mas é tanta burocracia, que eu ficar bebendo
DESCE MAIS UMA CAMPEÃO  🍺
@Ambev https://t.co/LubpnbMItP"
12195,2020-10-04 23:15:07+00:00,Alô Ambev !
12196,2020-10-04 22:12:48+00:00,"Alô Ambev, dobra a produção aí que a gente bebe, eu mandei saudade, ela mandou vida que segue, então, segue sua vidona eu sigo sofrendo e bebendo BRAHMA"
12197,2020-10-04 20:48:32+00:00,@__lucenoura Alô @Ambev ajuda a moça aí
12198,2020-10-04 20:19:43+00:00,"Alô Ambev, dobra a produção aí que a gente bebe"
12199,2020-10-04 19:58:57+00:00,"Alô ambev, dobra a produção ai que a gente bebe, eu mandei saudades ela mandou vida que segue então segue sua vidona, que eu sigo sofrendo e bebendo brahma 🎶"
12200,2020-10-04 19:42:35+00:00,Drinking a Brahma Duplo Malte by AmBev at @picuipraia — https://t.co/wFqjlqN2dc
12201,2020-10-04 18:58:45+00:00,@Ambev  te amo e não quero patrocínio https://t.co/pc8AsKAJ6E
12202,2020-10-04 17:36:15+00:00,Alô @Ambev
12203,2020-10-04 17:00:41+00:00,"Alô AmBev?
Dobra a produção aí"
12204,2020-10-04 17:00:27+00:00,Ambev patrocina minha tropa pfvr😅🥵
12205,2020-10-04 16:59:23+00:00,Alô AmBev
12206,2020-10-04 16:42:37+00:00,"Alô ambev, dobra a produção aí q a gnt bebe"
12207,2020-10-04 16:39:02+00:00,"ALÔ AMBEV!

Domingou e bora comemorar a vida !!!

E ouvindo um bom samba ao vivo da @radiotrans #festadatrans em Guarulhos https://t.co/uG4ynxnOK5"
12208,2020-10-04 15:44:19+00:00,"Alô Ambev, dobra a produção aí que a gente bebe."
12209,2020-10-04 15:07:24+00:00,"@cervejaverace @GaloRunners @Ambev Dúvido... Se fizer isso, dou uma volta na Pampulha segurando uma garrafa sua"
12210,2020-10-04 14:32:38+00:00,Fui atropelado pela Ambev
12211,2020-10-04 14:24:46+00:00,Alô AmBev
12212,2020-10-04 13:20:23+00:00,alô AmBev dobra a produção aí q a gente bebé
12213,2020-10-04 12:32:22+00:00,"Pessoal, chegou em Valinhos ""Zé delivery"" o app da AmBev para bebidas, fiz o teste ontem! 7 Budweisers + taxa de delivery R$ 21.00! E chegou em 15 minutos geladinha 😶
Eu faço publi de graça mesmo quando o negócio é bom! Baixem o app! Vcs vão amar!"
12214,2020-10-04 11:10:41+00:00,alô ambev https://t.co/FtACGtbLU9
12215,2020-10-04 10:54:02+00:00,@alampueero @Ambev @BrahmaCerveja Pedi pelo Zé delivery e veio uma vazia tbm kkkkkkk foda essa Brahma
12216,2020-10-04 06:37:38+00:00,"ALOOÔ AMBEV .. 

Queria tá afundado dentro de um tonel de lupo ..só queria afogar minhas mágoas e tristezas quem vem no carma de minha vida, pra completar. Perdi quem eu tava gostando @Ambev @antarctica @BrahmaCerveja @skol vamos ajudar eu que tou precisando"
12217,2020-10-04 03:47:03+00:00,"Alô, Ambev dobra a produção aí que a gente bebe, eu mandei saudade ela mandou vida que segue então segue sua vidona que eu sigo sofrendo e bebendo Brahma"
12218,2020-10-04 03:19:23+00:00,Alo ambev
12219,2020-10-04 03:14:51+00:00,eu acho q eu bebi toda produção dobrada da ambev
12220,2020-10-04 02:44:58+00:00,"Alô Ambev, dobra a produção aí 🍻"
12221,2020-10-04 02:12:06+00:00,Alô Ambev
12222,2020-10-04 01:43:38+00:00,alô ambev
12223,2020-10-04 01:17:53+00:00,"Alô Ambev
Dobra a produção aí que a gente bebe"
12224,2020-10-04 00:40:40+00:00,"Deu Bom denovo!!! 
@Ambev 
@BrahmaCerveja https://t.co/l3k7C5iIsQ"
12225,2020-10-03 23:51:55+00:00,Alô ambev
12226,2020-10-03 23:40:29+00:00,alô ambev 🍻
12227,2020-10-03 23:14:57+00:00,Alô @Ambev dobra a produção aí que a gente bebe... https://t.co/61WH0QrNSs
12228,2020-10-03 22:42:23+00:00,"Alô, ambev?
Dobra a produção aí, que a gente bebe 
Eu mandei saudade, ele mandou vida que segue"
12229,2020-10-03 22:17:16+00:00,"Alô @Ambev dobra o fornecimento de brahma duplo malte em cerro largo, porque essa semana us guri tão on"
12230,2020-10-03 21:43:17+00:00,"Alô AmBev,dobra a produção aí que a gente bebe"
12231,2020-10-03 20:36:16+00:00,alô ambev
12232,2020-10-03 19:20:45+00:00,ALO AMBEV DOBRA A PRODUÇÃO AI
12233,2020-10-03 19:11:51+00:00,"ALO @Ambev ... nem preciso continuar porém, manda a produção para cá...."
12234,2020-10-03 18:22:08+00:00,Alô Ambev.
12235,2020-10-03 17:59:18+00:00,alô ambev
12236,2020-10-03 17:31:30+00:00,Alô Ambev dobra a produção aí q a gente bebe
12237,2020-10-03 17:28:45+00:00,"@Ambev  acharia bem interessante vocês me responderem no insta hihi. 

Feedback na parte de acessibilidade para PCDs no processo seletivo é importante, ainda mais quando alguém é eliminado e não consegue participar de forma equânime."
12238,2020-10-03 17:12:14+00:00,Eu só queria o patrocínio da Ambev https://t.co/GB7O9nzeH4
12239,2020-10-03 16:22:22+00:00,"Alô Ambev, dobra produção ai que a gente bebe, eu mandei ""saudade"", ela mandou ""vida que segue"", então segue sua vidona"
12240,2020-10-03 15:47:54+00:00,"Mermãooo a AmBev e a império tão disputando qual vai me deixar maluco primeiro né possível. Eu quero meeeeus latões 473de Brahma e minhaaass império Goldddddd 
Pedi um palete de império Gold e e me mandam 10 caixinhas kkkk e o latão sumiu do mapa 🤯🤯🤯"
12241,2020-10-03 15:26:00+00:00,Alô Ambev
12242,2020-10-03 15:04:45+00:00,"Aquele negócio né, alô AmBev"
12243,2020-10-03 14:37:54+00:00,"Alô Ambev, dobra a produção aí... 🍻"
12244,2020-10-03 13:50:59+00:00,"Escolha somente 3 ações pra sua carteira 👇

🔳Itaú       
🔳Via Varejo
🔳Grandene   
🔳EDP
🔳Ambev  
🔳Taesa 
🔳Renner  
🔳CVC
 
Compartilhe sua resposta nos comentários"
12245,2020-10-03 10:32:38+00:00,@YanPiress_ Acabaram de me ligar e tive q vir pra AmBev
12246,2020-10-03 09:52:36+00:00,Abri a loja da mamãe e fechar relatórios AmBev
12247,2020-10-03 04:17:14+00:00,Alô ambev
12248,2020-10-03 02:45:14+00:00,Alô ambev toca a produção aí
12249,2020-10-03 01:54:13+00:00,@icazevedot @Ambev Nao mesmo migo e sem minhas beats eu n sou o mesmo
12250,2020-10-03 00:15:23+00:00,E eu que rodei a cidade INTEIRA atrás de skol beats da azul e fui informado que a querida @Ambev nao ta distribuindo essa cerveja faz mais de 2 meses
12251,2020-10-02 23:58:53+00:00,Alô AmBev dobra a produção aí que a gente bebe
12252,2020-10-02 23:46:27+00:00,"esse clima de calor e de verão chegando, só combina com cerveja gelada em qualquer horário 

Alô @Ambev, patrocina nois"
12253,2020-10-02 22:44:57+00:00,todo dia eu posto foto bebendo e a @Ambev nem thum pra mim 🥺😭 https://t.co/s68sAY3SmW
12254,2020-10-02 22:18:12+00:00,"Alô Ambev, dobra a produção aiiii, que a gente bebe.... SEXTÔ?????? 💥"
12255,2020-10-02 21:35:04+00:00,Alô AmBev dobra a produção aí que a gente bebe
12256,2020-10-02 21:25:02+00:00,alo ambev dobra a produção aí que a gente bebeeee
12257,2020-10-02 21:15:56+00:00,@matolijr Hj eu viro sócio da Ambev
12258,2020-10-02 20:27:30+00:00,ALOOoooo AMBEV
12259,2020-10-02 20:22:55+00:00,"@erikarejanee O da Ambev não tomba né, incrível"
12260,2020-10-02 19:49:26+00:00,"esperando ansiosamente o dia em que  a @cervejanossa vai me mandar um mimo 🥺

Alô @Ambev  ☀️🤭 https://t.co/a0OV8VqbkZ"
12261,2020-10-02 19:47:26+00:00,trabalhar pra comprar a ambev pra ela pq o muie que bebe viu
12262,2020-10-02 18:45:54+00:00,"@Ambev @legadaodamassa @BrahmaCerveja HAHAHAHAHAHAHAHAHA 
PERDI TUDO"
12263,2020-10-02 17:55:50+00:00,ALÔ AMBEV DOBRA A PRODUÇÃO
12264,2020-10-02 17:18:27+00:00,Acho que incrível a capacidade desse povo que trabalha na Ambev tem de ser tão antipaticos
12265,2020-10-02 17:00:35+00:00,@eduvaldoski Aí é vandalismo. Só falta a Ambev comprar
12266,2020-10-02 16:49:01+00:00,"O que vai  ter de contratinho com Ambev, como já diria  o  @botecodojb https://t.co/vCqspPtqHX"
12267,2020-10-02 16:39:03+00:00,exemplo de como usar o twitter corretamente!! @Ambev me nota também mulher é meu sonho de princesa sabe 🤧 https://t.co/grByiTpHLa
12268,2020-10-02 15:33:06+00:00,"Alô AmBev, dobra a produção aí que a gente bebe 🎶"
12269,2020-10-02 14:39:55+00:00,"Alô Ambev
Dobra a produção aí que a gente bebe😋"
12270,2020-10-02 13:49:18+00:00,"Meu irmão toda hora fica "" Alô AmBev"""
12271,2020-10-02 13:02:51+00:00,Se eu fosse fazer algo do tipo com o Rafael teria que comprar a Ambev... https://t.co/hcV6t9z6KR
12272,2020-10-02 12:42:15+00:00,Acabou de publicar uma foto em Ambev Uberlândia https://t.co/AL1oJfuLXX
12273,2020-10-02 12:18:29+00:00,"A AmBev tá na frente dela em produção, junto c mais uma empresa, mas ela tem sei lá quantas fábricas instaladas no mundo e detém várias cervejas (tipo a Amstel) e não caga na fórmula c o tempo igual a AmBev fz com a Budweiser, q também era uma ótima standart lager mas convenhamos"
12274,2020-10-02 12:04:18+00:00,O Sol é o novo garoto propaganda da AmBev 👍
12275,2020-10-02 12:04:08+00:00,Aquela cerveja com lúpulo extra da Skol (rótulo verde e tal) certamente está no top 3 dos produtos mais fracassados da história da AMBEV.
12276,2020-10-02 12:03:48+00:00,@KarenMiquelott O sol é o novo garoto propaganda da AmBev.
12277,2020-10-02 11:58:32+00:00,Alô Ambev
12278,2020-10-02 09:57:45+00:00,"Quarta ✔️
Quinta ✔️
Sexta ▶️

Alô AmBev, dobra a produção aí que a véia bebe!!!"
12279,2020-10-02 05:11:10+00:00,"@lucasladeiradf Bom mesmo é litrão que tem antioxidante pq é cerveja podre engarrafada! Galera pega a cerveja que tem padrão de qualidade lá no teto comparado com AmBev e chama de romantização. Não existe mais raciocínio, virou bagunça!"
12280,2020-10-02 03:37:38+00:00,Começou o fds de muita água!! Xaaamma 🍺🔥 Alô @Ambev
12281,2020-10-02 01:53:19+00:00,"@ que trampa na Ambev curtiu KKKKKK ISSO QUE É ""VESTIR A CAMISA"" https://t.co/bcMJjavHx2"
12282,2020-10-02 01:52:45+00:00,"Alô, Ambev, dobra a produção aí que a gente bebe
Eu mandei saudade e ela mandou vida que segue, então segue sua vidonaaaa"
12283,2020-10-02 01:35:21+00:00,"[1/10 22:32] Gustavo: Juro por tudo o que é mais sagrado
[1/10 22:32] Gustavo: Pela Ambev"
12284,2020-10-02 00:56:47+00:00,"Alô Ambev
Dobra a produção aí que a gente bebe
Eu mandei saudade, ela mandou vida que segue
Então segue sua vidona
eu sigo sofrendo e bebendo Brahmaaaaaa"
12285,2020-10-02 00:53:25+00:00,alô ambev dobra a produção ai que a gente bebe
12286,2020-10-02 00:13:59+00:00,"Alôôô Ambev
Dobra a produção aí que a gente bebeeee"
12287,2020-10-01 23:51:40+00:00,Drinking a Chopp Brahma by AmBev @ Fausto &amp; Manoel — https://t.co/pfehZrnD70
12288,2020-10-01 22:57:17+00:00,"Pensando seriamente em comprar ações na ambev, vai falir nunca"
12289,2020-10-01 22:45:18+00:00,Ela foi fazer o post sobre o tinder e vai receber uma promoção da Ambev.... https://t.co/syfsvFdpU7
12290,2020-10-01 22:05:02+00:00,Queria que a @Ambev me desse um patrocínio
12291,2020-10-01 21:34:15+00:00,"@Williangol11 @Ambev Vai la no perfil lá tem o opção deixa de seguir aí vc não vai mais ver esse ""nome"""
12292,2020-10-01 21:21:39+00:00,"A AmBev poderia me patrocinar, pq tá foda hein kk"
12293,2020-10-01 21:05:33+00:00,@WerneckDias @Ambev Mamando AMBEV mais do que o governo mama os cidadãos
12294,2020-10-01 21:03:11+00:00,@WerneckDias Tá trabalhando na AMBEV vida?
12295,2020-10-01 19:45:04+00:00,Alô ambev
12296,2020-10-01 18:54:28+00:00,"Oi, @Ambev rs https://t.co/Q0yekkCfEz"
12297,2020-10-01 18:35:29+00:00,ALO AMBEV
12298,2020-10-01 17:56:49+00:00,"@Ambev Aiii meu sonho era ganhar um kit...
Segue meu insta @superdicasdalu"
12299,2020-10-01 16:25:33+00:00,Alô @Ambev quando a produção dobrar manda uma grande pra mim poq eu to sofrendo
12300,2020-10-01 16:24:30+00:00,alô ambev
12301,2020-10-01 16:22:56+00:00,"@peres_st @pedro_bergmann @Gustavothomazf @vitinho_hdo @Giu_Sachetti @juvalinhos @ZNC_Oficial Alô AmBev, dobra a produção aí que a gente bebi"
12302,2020-10-01 15:48:40+00:00,Eu queria mesmo era ser contratada pela ambev
12303,2020-10-01 15:15:19+00:00,Nunca mais eu falo pra ambev dobrar a produção
12304,2020-10-01 13:04:01+00:00,"@Ambev Um balde de respeito, senhoras e senhores"
12305,2020-10-01 12:38:43+00:00,roi Ana Clara ne? Ambev né hmmmm https://t.co/WAsttXcaw5
12306,2020-10-01 12:17:05+00:00,"KKKKK eu sou assim demais, quando trabalhava na ambev uma senhora dos serviços gerais perguntou por que eu ia sempre com a mesma camisa..

Aí eu: 🥺🥺🥺 mas eu uso uma camisa diferente todo dia 🥺🥺🥺 https://t.co/1hR2SoILGp"
12307,2020-10-01 09:19:20+00:00,Era so um trampo na ambev na moral alô @Ambev
12308,2020-10-01 04:50:22+00:00,"Meu sonho o patrocínio da @Ambev , dou tanto louco para eles que se eles soubessem iriam me patrocinar agora https://t.co/9ZlyLTv0Bl"
12309,2020-10-01 03:03:36+00:00,@Ambev @naclateix pelo menos já arrumou um emprego amoo
12310,2020-10-01 02:11:00+00:00,@Ambev Antarctica desde 1954!
12311,2020-10-01 02:10:30+00:00,@Ambev Antarctica
12312,2020-10-01 01:16:17+00:00,Alô AmBev não tinha Brahma duplo malte hoje aqui no mercado 😭😭😭
12313,2020-10-01 01:09:31+00:00,@M1L46R0S64RR0 JAJSJAJ ALÔ AMBEV🎶😂
12314,2020-10-01 00:31:42+00:00,Vai Corinthians!!! - Drinking a Brahma Duplo Malte by AmBev @ Condomínio Santa Barbara III - Edifício Nova Zelândia  — https://t.co/jHHtBTAbLb
12315,2020-10-01 00:20:31+00:00,#grandedebate @CNNBrasil Este governo já vai vender nossas águas para Coca-cola e Ambev e agora vão vender a Amazônia para os EUA com participação de empresários brasileiros. Comparar Califórnia com o Pantanal é um grande absurdo.
12316,2020-10-01 00:10:28+00:00,@gardini_julia Ambev patrocinando
12317,2020-09-30 22:54:15+00:00,A @Ambev podia enviar um pack de antártica aqui pra casa. Tá tão caloooor.  Seria um sonho
12318,2020-09-30 22:20:28+00:00,Desolado que tiraram o contêiner da Ambev aqi em frente minha casa 🥺🥺
12319,2020-09-30 22:01:29+00:00,@VaiNabar Ambev kkkkkkkk
12320,2020-09-30 20:57:51+00:00,alô ambev
12321,2020-09-30 20:41:29+00:00,@Ambev Baixa o preço que a gente compra e bebe.
12322,2020-09-30 20:38:07+00:00,@Ambev ME CONTRATA!!!
12323,2020-09-30 20:36:30+00:00,"@Ambev Pode ser vermelha, azul ou até amarela viu ❤️💙💛"
12324,2020-09-30 20:29:58+00:00,Alô @Ambev me patrocina cliente fiel. 🥺
12325,2020-09-30 20:18:21+00:00,@naclateix Como é que passa no processo seletivo da Ambev? Prova do capeta do caralho
12326,2020-09-30 20:08:40+00:00,@Ambev Queria ficar bêbada
12327,2020-09-30 20:05:40+00:00,"@Ambev Que você é a melhor empresa que existe nesse mundo, perfeita sem defeitos"
12328,2020-09-30 19:36:43+00:00,"Alôoo, Ambev"
12329,2020-09-30 19:30:22+00:00,@thayronesantos @Ambev @BrahmaCerveja Fazendo a sonsa
12330,2020-09-30 19:30:11+00:00,@Ambev Mas pensa com carinho HAUAHUW UMA CAIXA DE BRAHMA DUPLO MALTE É SUFICIENTE.
12331,2020-09-30 19:29:50+00:00,@Ambev Sexta feira eu resolvo essa pendenga....
12332,2020-09-30 19:18:47+00:00,Cozinhando no estacionamento da Ambev
12333,2020-09-30 19:00:23+00:00,@OsFlanaticos_ @Ambev @BeatsOficial
12334,2020-09-30 18:49:48+00:00,"Meu aniversário tá chegando, bgl é reunir os cria e pegar um caminhão da AmBev que o churrasco eu banco."
12335,2020-09-30 18:03:08+00:00,@poxalizzy @Ambev @BrahmaCerveja E ta ali lendo e fingindo de boba!
12336,2020-09-30 17:34:22+00:00,@Ambev Vc nao quer preencher o vazio da minha geladeira com umas cervejas não????
12337,2020-09-30 17:33:49+00:00,"@thayronesantos @Ambev @BrahmaCerveja A gente merece né 
Fiéis da ambev"
12338,2020-09-30 17:23:48+00:00,@Ambev Ovo
12339,2020-09-30 17:12:45+00:00,"@Ambev Queijo coalho, requeijão, alface e tomate"
12340,2020-09-30 17:11:36+00:00,@Ambev Massa de bolinho de chuva! 😌
12341,2020-09-30 16:46:26+00:00,@poxalizzy @Ambev @BrahmaCerveja To nessa fila esperando um tempão tb viu!
